video_id,as_of_date_utc,viewCount,likeCount,commentCount
OUA7ON2-VmM,2025-09-11,109,6,1
a1QTGvfYuKo,2025-09-11,15,0,0
JHs6Vdk7vFM,2025-09-11,262,3,0
_34ZanHug4g,2025-09-11,3,0,1
iPSVwQ5UqRM,2025-09-11,41,3,3
v7xGGrQ-yHk,2025-09-11,1,0,1
eWb0dHZjEvU,2025-09-11,407,13,10
ddBd6BdRqIw,2025-09-11,136,0,3
mXGAurt7760,2025-09-11,946,52,0
f9n3Dt2HUiU,2025-09-11,950,8,0
3rH3HKy_uvI,2025-09-11,114,1,1
rWaG9ci59i8,2025-09-11,1481,34,0
woIePjOGL2A,2025-09-11,4,1,0
IvRnw0BoKP8,2025-09-11,14,4,1
GyzbNba_GaA,2025-09-11,10,2,0
9LVnrU0o6kM,2025-09-11,4,0,0
pmuV6x-FKYI,2025-09-11,700,0,1
K_lgns0dvyw,2025-09-11,26,2,0
TEGCBlwcTow,2025-09-11,13,1,0
5e0clVxmDDg,2025-09-11,4,3,0
F2HW36CYeuQ,2025-09-11,24,1,0
5fUKzR1T3KY,2025-09-11,254,5,5
ezYxGfIBcuo,2025-09-11,1127,9,1
44ZpZNH3zPc,2025-09-11,210,7,0
4utPqfbkVS0,2025-09-11,216,4,0
py1F3TE7JPU,2025-09-11,3,0,0
lyXeu4DCajw,2025-09-11,30,2,0
jYnm4aXl19U,2025-09-11,669,3,0
tZaAO7FFLtE,2025-09-11,40,0,0
vpRnPTRSXfY,2025-09-11,272,1,0
